category;text
Phoebe;Well, he came in for a massage, and everything was fine until. (A flashback starts Paolo, lying on massage table, moving his hands up Phoebe's legs.)
Phoebe;Oh yeah, I'm sure. (Flashback resumes with Phoebe doing a voiceover.) And all of a sudden his hands weren't the problem anymore. (Flashback continues: Paolo rolls over, Phoebe looks down, then quickly looks up, bites lip, shakes her head)
Phoebe;Oh, boy scouts could have camped under there.
Phoebe;Uma Thurman.
Phoebe;She is gonna hate me.
Phoebe;Hey!
Phoebe;Are you moving out?
Phoebe;Um, um, Rachel can we talk for a sec?
Phoebe;Oh! (sits down) Ok, um, ok, um,
Phoebe;Ok, um, (clears throat) we haven't known each other for that long a time, and, um, there are three things that you should know about me. One, my friends are the most important thing in my life, two, I never lie, and three, I make the best oatmeal raisin cookies in the world. (Phoebe opens a tin and offers Rachel a cookie)
Phoebe;Oh, I don't make them a lot because I don't think it's fair to the other cookies
Phoebe;Which proves that I never lie.
Phoebe;Paolo made a pass at me.
Phoebe;Are you okay?
Phoebe;Ok, I've got milk (takes thermos from her bag and starts to pour a cup) Here you go... (Rachel drinks straight from thermos) Oh!(Rachel finishes thermos) Better?
Phoebe;I'm so embarrassed, I'm the one he hit on!
Phoebe;No, wait, oh, what are we sorry about?
Phoebe;Such a pig!
Phoebe;Oh he's like a...
Phoebe;...like a...
Phoebe;Yes, good! Ok...
Phoebe;(raises hand) Oh! I know! (Rachel startled) It's because... he's gorgeous, and he's charming, and when he looks at you...
Phoebe;The end.
Phoebe;Should I not have told you?
Phoebe;I think she took it pretty well. You know Paolo's over there right now, so...
Phoebe;Ooh!
Phoebe;Oh, ok bye-bye.
Phoebe;Oh, just look at her... (girls move toward Rachel on the balcony)
Phoebe;You ok?
Phoebe;Yep!
Phoebe;Oh, honey, honey, tell them the story about your patient who thinks things are, like, other things. Y'know? Like, the phone rings and she takes a shower.
Phoebe;Oops!
Phoebe;Thanks. Okay, now go away so we can talk about you.
Phoebe;Isn't he great?
Phoebe;I know, I know. So sweet... and so complicated. And for a shrink, he's not too shrinky, y'know?
Phoebe;Oh, I don't know, I don't know. I think that's a little weird, y'know? Vinyl.
Phoebe;Yeah, 'cause hello, these are not her boobies, these are her breasts.
Phoebe;Oh, this is my friend Roger.
Phoebe;(Intercom) It's Phoebe.
Phoebe;Isn't he good?
Phoebe;Oh, okay. Feel better, Rachel, 'kay?
Phoebe;Oh, okay. Listen, thanks for everything, Mon.
Phoebe;Hey.
Phoebe;Good. Oh oh! Roger's having a dinner thing and he wanted me to invite you guys.
Phoebe;So what's going on?
Phoebe;Uh-huh. Okay. Okay, don't you think, maybe, though, it's just that he's so perceptive that it freaks you out?
Phoebe;Nothing, nothing.
Phoebe;It's, I mean, it's nothing, I'm fine. It's my friends. They-they have a liking problem with you. In that, um, they don't.
Phoebe;But they don't see all the wonderfulness that I see. They don't see all the good stuff and all the sweet stuff. They just think you're a little...
Phoebe;Intense and creepy.
Phoebe;But I don't. Me, Phoebe.
Phoebe;You're not? See, that's why you're so great!
Phoebe;(entering) Hey.
Phoebe;Oh, okay, except I broke up with Roger.
Phoebe;Yeah, right.
Phoebe;I don't know, I mean, he's a good person, and he can be really sweet, and in some ways I think he is so right for me, it's just... I hate that guy!
Phoebe;Hey, Joey. What's going on?
Phoebe;'Cause he was creepy, and mean, and a little frightening... alright, still, it's nice to have a date on Valentine's Day!
Phoebe;I know I am. That's why I can't wear a digital watch.
Phoebe;Oh! You know my friend Abby who shaves her head? She said that if you want to break the bad boyfriend cycle, you can do like a cleansing ritual.
Phoebe;Yeah. So, we can do it tomorrow night, you guys. It's Valentine's Day. It's perfect.
Phoebe;Ok. We can, um, we can burn the stuff they gave us.
Phoebe;Or...or we can chant and dance around naked, you know, with sticks.
Phoebe;Ok, so now we need, um sage branches and the sacramental wine.
Phoebe;Um, that's ok! (throws it in fire) Ok. All right. Now we need the semen of a righteous man.
Phoebe;Ok, yeah, ok. (she throws the directions in) Oh, OK.
Phoebe;Ok, and I have the, uh receipt for my dinner with Nokululu Oon Ah Ah.
Phoebe;See, there you go, the cleansing works!
Phoebe;Hey you guys! Chandler's coming and he says he has, like, this incredible news, so when he gets here, we could all act like, you know...
Phoebe;Never mind. But it was going to be really good.
Phoebe;So was it a lot more money?
Phoebe;Oooh! I have something you can do! I have this new massage client... Steve? (pause) Anyway, he's opening up a restaurant and he's looking for a head chef.
Phoebe;Hi! (turns back to Chandler, then to Monica) Oh, yeah, no, I know. You're a chef. I know, and I thought of you first, but um, Chandler's the one who needs a job right now, so....
Phoebe;(to Monica's tapping) Yeah, yeah!
Phoebe;Well, he wants to do some ecclectic, so he's looking for someone who can, you know, create the entire menu.
Phoebe;Yeah, I know! (turns to Chandler) So, what do you think?
Phoebe;OK. (pause) Oh Monica! Guess what!
Phoebe;Where are you going, Mr. Suity-Man?
Phoebe;Ooh! Brian's Song!
Phoebe;(as though Rachel wasn't paying attention) Yummy noises.
Phoebe;Ooh! I know what you could make! (runs over to join Monica and Rachel in the kitchen) I know! Oh, you should definitely make that thing... you know, with the stuff? (Monica doesn't know.) You know, that thing... with the stuff...? OK, I don't know. (sits down)
Phoebe;Oh, is this the bug lady?
Phoebe;That's so great! 'Cause you already know how to do that!
Phoebe;Ten dollars an hour for what?
Phoebe;(excited) Wow! It's huge! It's so much bigger than the cubicle. Oh, this is a cube.
Phoebe;Oh! You have a window!
Phoebe;Oh look! That guy's peeing!
Phoebe;(sitting) OK.
Phoebe;(overemphasizing) Mmmmmm! Everything smells so delicious! You know, I can't remember a time I smelt such a delicious combination of (Monica signals her to stop) of, OK, smells.
Phoebe;(whispers) In the cab, on the way over, Steve blazed up a doobie.
Phoebe;Smoked a joint? You know, lit a bone? Weed? Hemp? Ganja?
Phoebe;Yeah! You know all those yummy noises? I wasn't faking.
Phoebe;You guys wanna try and catch a late movie or something?
Phoebe;How's this? (presses down hard)
Phoebe;Sorry. How about over here? (presses down hard again)
Phoebe;See, that just means it's working. Does this hurt? (presses down elsewhere)
Phoebe;What about this? (she starts using her elbows on his back, he yells in pain)
Phoebe;There you go! (She continues to work him over with her elbows and he continues to yell in pain.)
Phoebe;Hey, what's going on?
Phoebe;(Delighted) oh, oh, oh! This is so great! Oh my god! This was not at all scary. Hi everybody. Hi Betty! Betty, Hi! (Thrilled) You found Betty! Oh my god! (Hugging people) This is great. Everybody I love is in the same room, (still happy) Where's Joey?
Phoebe;Trouble?
Phoebe;Oh, no. Don't you hate it when people aren't there for you?
Phoebe;Hey.
Phoebe;Um you, you got a minute?
Phoebe;So.
Phoebe;Um, oh, I got you a birthday present.
Phoebe;Right, like the kind you...
Phoebe;How'd you know I was coming?
Phoebe;I can't believe you did this.
Phoebe;I can't believe you... (holding up Joey's cardigan) ..did this.
Phoebe;So... What's the deal with umm, you and Joey?
Phoebe;Does he know?
Phoebe;Joey. You know, um, he's really nutsy about you.
Phoebe;You got me.
Phoebe;So, um, are you gonna call him?
Phoebe;No, Joey.
Phoebe;No. No food with a face.
Phoebe;Yeah, you too.
Phoebe;(as Ursula) Hey.
Phoebe;(as Ursula) Listen, um...
Phoebe;(as Ursula) I'm sorry.
Phoebe;(as Ursula): Yeah, um... (nervously clears her throat) You know you, you should just forget about what I said under the bridge, I was talkin' crazy that night, I was so drunk!
Phoebe;(as Ursula) That's right, I don't... But I was, I was drunk on you!
Phoebe;(as Ursula) Okay, yeah, so it's not gonna work.
Phoebe;(as Ursula) If it was, would you stop hanging out with her?
Phoebe;(as Ursula) Um, then yes, it's 'cause of Phoebe! So, you know, it's either her or me.
Phoebe;(as Ursula) You know... (unconsciously putting a hand on his knee) You're gonna be really, really hard to get over.
Phoebe;Really?
Phoebe;(Automatically) Yeah. Oooh... (she's sprung.)
Phoebe;Is he alright?
Phoebe;(reading): Dear Ms. Green, thank you for your inquiry, however... oh... (crumples up letter)
Phoebe;Wow!
Phoebe;(reading): Your Visa bill is huge!
Phoebe;What?
Phoebe;Yeah, what is that? Like, some kind of guy thing? Like, some kind of sexist guy thing? Like it's poker, so only guys can play?
Phoebe;Oh, OK, so then what is it? Some kind of... you know, like, like... some kind of, y'know, like... alright, what is it?
Phoebe;Congratulations!
Phoebe;OK, I just need two... the, um, ten of spades and the six of clubs.
Phoebe;But... I'm ready, so, just deal.
Phoebe;(to Joey): Oh I see, so then, you were lying.
Phoebe;About how good your cards were.
Phoebe;A-ha! And... what is bluffing? Is it not another word for... lying?
Phoebe;OK, Monica? I had another answer all ready.
Phoebe;Ha. Ha, ha.
Phoebe;Oh, hello, kettle? This is Monica. You're black.
Phoebe;Oh, it's like the mother ship is calling you home.
Phoebe;Thank y... (thinks about it)
Phoebe;Ross, could we please, please, please listen to anything else?
Phoebe;Alright, here's my $7.50. (Hands them the money) But I think you should know that this money is cursed.
Phoebe;Oh, I cursed it. So now bad things will happen to he who spends it.
Phoebe;(holding a card and waving it in front of her face) Hey you guys, look, the one-eyed jack follows me wherever I go. (they look at her) Right, OK, serious poker.
Phoebe;(looks at her cards) Yes! (everyone looks at her) .... or no.
Phoebe;You guys, you know what I just realized? 'Joker' is 'poker' with a 'J.' Coincidence?
Phoebe;Yeah. Um... I'm out. (throws in cards)
Phoebe;Monica, in or out?
Phoebe;OK Joey, your bet.
Phoebe;Ross?
Phoebe;Chandler?
Phoebe;Me too. Rachel.
Phoebe;Plus that shirt doesn't really match those pants.
Phoebe;Y'know, there's gonna be lots of other stuff.
Phoebe;I'm in.
Phoebe;...teen! (throws in a ten-dollar bill)
Phoebe;That's a bird?
Phoebe;That's a bird!
Phoebe;So good!
Phoebe;I-I'm sorry it wasn't one of those movies with, like, y'know, guns and bombs and, like, buses going really fast...
Phoebe;(Entering) Hey.
Phoebe;Whoah, ooh, why is the air in here so negative?
Phoebe;Oh no, how?
Phoebe;Which one?
Phoebe;No, which one? The right or left? 'Cause the left one is lucky...
Phoebe;Why would you leave your Belgian waffle in the hall?
Phoebe;Okay, thank you, Mr. Heckles. (They move off)
Phoebe;Oh, is that who the monkey's named after?
Phoebe;Oh my God. You'd put that poor little creature in jail?
Phoebe;Yes, but there isn't always time!
Phoebe;Dun-dun-duuuur! Sorry.
Phoebe;Marcel?
Phoebe;Marcel?
Phoebe;Oh-my-God!
Phoebe;Something just brushed up against my right leg!
Phoebe;Oh, it's okay, it was just my left leg.
Phoebe;Yeah! Oh, c'mere, Marcel! Oh, Marcel, c'mere!
Phoebe;Yeah, think so. Oh! (She notices the tranquiliser dart has hit her in the butt and removes it) Huh. (Sways back) Whoah.
Phoebe;Oh, this is so intense. One side of my butt is totally asleep, and the other side has no idea.
Phoebe;Nope.
Phoebe;Oh. Oooh! Ooh! Ooh! (She stands up and starts to dance around) Ooh! My butt cheek is waking up! Oooh! Ooh!
Phoebe;How can people do that?... (All but Phoebe walk away from the window in disgust.) Oh, you guys, look! Ugly Naked Guy got gravity boots!
Phoebe;Oh, God, just do it! (Grabbing the phone.) Call her! Stop being so testosteroney!
Phoebe;So, uh, why didn't you say anything?
Phoebe;Okay, they're just talking...
Phoebe;No, no actually, he's smiling.. and... Oh my God, don't do that!!
Phoebe;That man across the street just kicked that pigeon! (Rachel enters.) Oh!
Phoebe;Not a good day for birds...
Phoebe;Oh my God! (Walks to the window) Go away! (Gesturing.) Stop looking in here!
Phoebe;You cook naked?
Phoebe;Y'know, if you want, you can call her machine, and if she has a lot of beeps, that means she probably didn't get her messages yet.
Phoebe;How many beeps?
Phoebe;How'd he take it?
Phoebe;Sex in his chair.
Phoebe;Where are you going?
Phoebe;Radiator.
Phoebe;Rdtor.
Phoebe;You know he's gay?
Phoebe;Whoo-hoo!
Phoebe;Oh! The yuk! Ross, he's doing it again! (Points to a lamp which is shaking behind the sofa)
Phoebe;Hey.
Phoebe;What are you doing?
Phoebe;This is madness. It's madness, I tell you, for the love of God, Monica, don't do it!! ...Thank you.
